Acsst5Y2010.S0101-Data.1.2,Geography,Geographic Area Name,Total  Estimate  Total Population,Male  Estimate  Total Population,Female  Estimate  Total Population,Total  Estimate  Age Under 5 Years,Male  Estimate  Age Under 5 Years,Female  Estimate  Age Under 5 Years,Total  Estimate  Age 5 To 9 Years,Male  Estimate  Age 5 To 9 Years,Female  Estimate  Age 5 To 9 Years,Total  Estimate  Age 10 To 14 Years,Male  Estimate  Age 10 To 14 Years,Female  Estimate  Age 10 To 14 Years,Total  Estimate  Age 15 To 19 Years,Male  Estimate  Age 15 To 19 Years,Female  Estimate  Age 15 To 19 Years,Total  Estimate  Age 20 To 24 Years,Male  Estimate  Age 20 To 24 Years,Female  Estimate  Age 20 To 24 Years,Total  Estimate  Age 25 To 29 Years,Male  Estimate  Age 25 To 29 Years,Female  Estimate  Age 25 To 29 Years,Total  Estimate  Age 30 To 34 Years,Male  Estimate  Age 30 To 34 Years,Female  Estimate  Age 30 To 34 Years,Total  Estimate  Age 35 To 39 Years,Male  Estimate  Age 35 To 39 Years,Female  Estimate  Age 35 To 39 Years,Total  Estimate  Age 40 To 44 Years,Male  Estimate  Age 40 To 44 Years,Female  Estimate  Age 40 To 44 Years,Total  Estimate  Age 45 To 49 Years,Male  Estimate  Age 45 To 49 Years,Female  Estimate  Age 45 To 49 Years,Total  Estimate  Age 50 To 54 Years,Male  Estimate  Age 50 To 54 Years,Female  Estimate  Age 50 To 54 Years,Total  Estimate  Age 55 To 59 Years,Male  Estimate  Age 55 To 59 Years,Female  Estimate  Age 55 To 59 Years,Total  Estimate  Age 60 To 64 Years,Male  Estimate  Age 60 To 64 Years,Female  Estimate  Age 60 To 64 Years,Total  Estimate  Age 65 To 69 Years,Male  Estimate  Age 65 To 69 Years,Female  Estimate  Age 65 To 69 Years,Total  Estimate  Age 70 To 74 Years,Male  Estimate  Age 70 To 74 Years,Female  Estimate  Age 70 To 74 Years,Total  Estimate  Age 75 To 79 Years,Male  Estimate  Age 75 To 79 Years,Female  Estimate  Age 75 To 79 Years,Total  Estimate  Age 80 To 84 Years,Male  Estimate  Age 80 To 84 Years,Female  Estimate  Age 80 To 84 Years,Total  Estimate  Age 85 Years And Over,Male  Estimate  Age 85 Years And Over,Female  Estimate  Age 85 Years And Over,Total  Estimate  Selected Age Categories 5 To 14 Years,Male  Estimate  Selected Age Categories 5 To 14 Years,Female  Estimate  Selected Age Categories 5 To 14 Years,Total  Estimate  Selected Age Categories 15 To 17 Years,Male  Estimate  Selected Age Categories 15 To 17 Years,Female  Estimate  Selected Age Categories 15 To 17 Years,Total  Estimate  Selected Age Categories 18 To 24 Years,Male  Estimate  Selected Age Categories 18 To 24 Years,Female  Estimate  Selected Age Categories 18 To 24 Years,Total  Estimate  Selected Age Categories 15 To 44 Years,Male  Estimate  Selected Age Categories 15 To 44 Years,Female  Estimate  Selected Age Categories 15 To 44 Years,Total  Estimate  Selected Age Categories 16 Years And Over,Male  Estimate  Selected Age Categories 16 Years And Over,Female  Estimate  Selected Age Categories 16 Years And Over,Total  Estimate  Selected Age Categories 18 Years And Over,Male  Estimate  Selected Age Categories 18 Years And Over,Female  Estimate  Selected Age Categories 18 Years And Over,Total  Estimate  Selected Age Categories 60 Years And Over,Male  Estimate  Selected Age Categories 60 Years And Over,Female  Estimate  Selected Age Categories 60 Years And Over,Total  Estimate  Selected Age Categories 62 Years And Over,Male  Estimate  Selected Age Categories 62 Years And Over,Female  Estimate  Selected Age Categories 62 Years And Over,Total  Estimate  Selected Age Categories 65 Years And Over,Male  Estimate  Selected Age Categories 65 Years And Over,Female  Estimate  Selected Age Categories 65 Years And Over,Total  Estimate  Selected Age Categories 75 Years And Over,Male  Estimate  Selected Age Categories 75 Years And Over,Female  Estimate  Selected Age Categories 75 Years And Over,Total  Estimate  Summary Indicators Median Age (Years),Male  Estimate  Summary Indicators Median Age (Years),Female  Estimate  Summary Indicators Median Age (Years),Total  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Male  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Female  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Total  Estimate  Summary Indicators Age Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio,Total  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Total  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Total  Estimate  Percent Imputed Sex,Male  Estimate  Percent Imputed Sex,Female  Estimate  Percent Imputed Sex,Total  Estimate  Percent Imputed Age,Male  Estimate  Percent Imputed Age,Female  Estimate  Percent Imputed Age
2019,0400000US21,Kentucky,4449052,274592,275466,287352,290236,302313,301584,275983,278046,275384,285313,299476,306498,286671,242392,182012,125789,83630,76315,562818,171896,1009306,420653,1723546,3553869,3439746,3254332,996809,876677,710138,285734,38.9,97,63,26,37,(X),(X),(X),6.2,6.2,6.5,6.5,6.8,6.8,6.2,6.2,6.2,6.4,6.7,6.9,6.4,5.4,4.1,2.8,1.9,1.7,12.7,3.9,22.7,9.5,38.7,79.9,77.3,73.1,22.4,19.7,16,6.4,(X),(X),(X),(X),(X),0.1,1.1,2190922,140962,141685,146827,148601,157451,152781,138799,137791,138491,141754,146884,148696,136956,114652,83711,55925,33676,25280,288512,88702,518176,217350,873914,1731702,1672746,1578626,450200,392988,313244,114881,37.5
2019,0400000US22,Louisiana,4664362,307435,304505,308857,300322,318090,342951,326262,310895,270659,277474,296797,307592,294505,239974,176747,123597,81666,76034,613362,182553,1103350,435859,1869179,3682698,3561012,3373613,992523,869327,698018,281297,36.9,95.5,62.9,24.4,38.5,(X),(X),(X),6.6,6.5,6.6,6.4,6.8,7.4,7,6.7,5.8,5.9,6.4,6.6,6.3,5.1,3.8,2.6,1.8,1.6,13.1,3.9,23.7,9.3,40.1,79,76.3,72.3,21.3,18.6,15,6,(X),(X),(X),(X),(X),0.1,1.9,2278986,156310,153422,159808,154172,161099,171712,162436,154901,132464,135297,143590,147336,140683,113106,80297,53635,33329,25389,313230,92871,562411,222400,936784,1778942,1716575,1619888,446439,387527,305756,112353,35.6
2019,0400000US23,Maine,1335492,64035,69457,72774,79136,75973,79467,78728,75180,77305,87341,98127,107204,103197,91155,67126,45034,30210,34043,142231,46232,252498,108877,465789,1114049,1082994,1034237,370765,328269,267568,109287,44.7,95.9,63.8,32.8,31,(X),(X),(X),4.8,5.2,5.4,5.9,5.7,6,5.9,5.6,5.8,6.5,7.3,8,7.7,6.8,5,3.4,2.3,2.5,10.7,3.5,18.9,8.2,34.9,83.4,81.1,77.4,27.8,24.6,20,8.2,(X),(X),(X),(X),(X),0.1,1.3,653942,33029,35824,37271,40584,39263,39866,39039,37082,37841,42869,48164,52203,49448,44140,31794,20751,12848,11926,73095,23704,129828,56143,233675,539904,524114,499480,170907,150713,121459,45525,43.3
2019,0400000US24,Maryland,6018848,364868,370687,377378,384327,382580,414900,413044,401028,368577,403625,431687,421635,381834,305169,225268,156956,105331,109954,748065,228749,1341682,538158,2364456,4827204,4677166,4444273,1284512,1124047,902678,372241,38.7,94.1,59.5,23.9,35.5,(X),(X),(X),6.1,6.2,6.3,6.4,6.4,6.9,6.9,6.7,6.1,6.7,7.2,7,6.3,5.1,3.7,2.6,1.8,1.8,12.4,3.8,22.3,8.9,39.3,80.2,77.7,73.8,21.3,18.7,15,6.2,(X),(X),(X),(X),(X),0.1,1.5,2917613,186260,189641,192189,195710,195184,208364,203171,195139,179393,194449,206881,201069,180034,140528,101508,67085,43476,37532,381830,116720,684810,274174,1176961,2310118,2232803,2112939,570163,494246,390129,148093,37.2
2019,0400000US25,Massachusetts,6850553,361016,365889,395657,456858,489450,500159,473326,422525,413842,450798,487304,484382,442258,358869,274328,184505,132711,156676,761546,248698,1371260,697610,2756160,5648105,5479293,5169485,1549347,1365483,1107089,473892,39.5,94.3,56.7,25.3,31.4,(X),(X),(X),5.3,5.3,5.8,6.7,7.1,7.3,6.9,6.2,6,6.6,7.1,7.1,6.5,5.2,4,2.7,1.9,2.3,11.1,3.6,20,10.2,40.2,82.4,80,75.5,22.6,19.9,16.2,6.9,(X),(X),(X),(X),(X),0.1,1.4,3324207,184591,183921,204666,229605,244558,251951,235460,208330,201918,218469,236953,234920,210101,167425,125392,79264,54353,52330,388587,127189,700367,346974,1371822,2710936,2623840,2470177,688865,601172,478764,185947,37.9
2019,0400000US26,Michigan,9965265,571094,591065,623334,661499,704793,668583,599192,593892,571478,637077,680181,718008,678726,561644,413773,288168,195685,207073,1214399,392385,2177878,973907,3799437,8049769,7787387,7371555,2345069,2061496,1666343,690926,39.7,96.9,62.8,27.2,35.6,(X),(X),(X),5.7,5.9,6.3,6.6,7.1,6.7,6,6,5.7,6.4,6.8,7.2,6.8,5.6,4.2,2.9,2,2.1,12.2,3.9,21.9,9.8,38.1,80.8,78.1,74,23.5,20.7,16.7,6.9,(X),(X),(X),(X),(X),0.1,1,4905240,292118,303257,318238,338148,360473,341403,301100,296034,282649,315149,335100,349826,328438,268625,192224,128832,82409,71217,621495,200977,1114590,497644,1919807,3924580,3790650,3578261,1071745,933561,743307,282458,38.3
2019,0400000US27,Minnesota,5563378,351664,363860,364685,357513,358756,371742,384595,369440,327637,340773,367895,393271,352849,285985,204754,147745,104308,115906,728545,215639,1295848,500630,2169683,4410576,4267530,4053137,1211547,1065087,858698,367959,38,99.2,63.2,25.2,38,(X),(X),(X),6.3,6.5,6.6,6.4,6.4,6.7,6.9,6.6,5.9,6.1,6.6,7.1,6.3,5.1,3.7,2.7,1.9,2.1,13.1,3.9,23.3,9,39,79.3,76.7,72.9,21.8,19.1,15.4,6.6,(X),(X),(X),(X),(X),0.1,1,2770873,180180,186179,186170,183033,181625,191022,195106,187712,165740,172394,183867,194157,175205,138801,97641,67035,43625,41381,372349,110623,663152,254035,1104238,2181275,2107721,1997925,563688,491111,388483,152041,37.1
2019,0400000US28,Mississippi,2984418,186647,197397,206208,210683,207813,203200,184444,192066,179234,182898,189916,196810,186080,155990,117683,83526,53736,50087,403605,123241,713493,295255,1177440,2354101,2270925,2137337,647102,570283,461022,187349,37.5,94.2,64.9,25.5,39.4,(X),(X),(X),6.3,6.6,6.9,7.1,7,6.8,6.2,6.4,6,6.1,6.4,6.6,6.2,5.2,3.9,2.8,1.8,1.7,13.5,4.1,23.9,9.9,39.5,78.9,76.1,71.6,21.7,19.1,15.4,6.3,(X),(X),(X),(X),(X),0.1,1.1,1447873,95204,102265,103765,107569,106058,101259,89411,92385,88087,88245,91743,93643,87981,72975,53727,37341,20558,15657,206030,63265,364499,150362,584769,1126039,1083374,1016105,288239,250996,200258,73556,35.9
2019,0400000US29,Missouri,6104910,371570,380117,392875,395905,414394,415251,398156,387177,351006,371082,398845,426328,395479,325865,251861,181461,122765,124773,772992,237050,1381612,573249,2361889,4881733,4723298,4478360,1402204,1237112,1006725,428999,38.6,96.4,64.3,27.1,37.2,(X),(X),(X),6.1,6.2,6.4,6.5,6.8,6.8,6.5,6.3,5.7,6.1,6.5,7,6.5,5.3,4.1,3,2,2,12.7,3.9,22.6,9.4,38.7,80,77.4,73.4,23,20.3,16.5,7,(X),(X),(X),(X),(X),0.1,1.4,2995725,190266,194254,201182,203721,211492,208704,199400,194276,172941,182889,196184,205640,191373,152990,116331,79726,51262,43094,395436,121641,707343,293572,1190534,2369356,2288382,2162376,634776,554503,443403,174082,37.2
2019,0400000US30,Montana,1050649,61035,63216,65938,64942,72223,67666,65738,66037,58378,58893,64020,74068,77784,66196,48433,33918,21104,21060,129154,38197,228386,98968,394984,847280,822263,781001,268495,235888,190711,76082,39.9,101.2,66.4,30.2,36.2,(X),(X),(X),5.8,6,6.3,6.2,6.9,6.4,6.3,6.3,5.6,5.6,6.1,7,7.4,6.3,4.6,3.2,2,2,12.3,3.6,21.7,9.4,37.6,80.6,78.3,74.3,25.6,22.5,18.2,7.2,(X),(X),(X),(X),(X),0.1,1.7,528573,31547,32638,33659,33851,38269,34823,33265,33553,30030,29898,31863,35650,38349,33107,24134,16352,9600,7985,66297,19676,117520,52444,203791,423958,411053,388773,129527,113401,91178,33937,38.8
2019,0400000US31,Nebraska,1914571,131473,132240,133061,130202,136569,126197,128900,126979,109471,108781,114928,123643,118058,95946,69593,49862,37211,41457,265301,77333,474107,189438,758318,1491786,1440464,1359332,412127,363155,294069,128530,36.5,99.5,67,25.7,41.4,(X),(X),(X),6.9,6.9,6.9,6.8,7.1,6.6,6.7,6.6,5.7,5.7,6,6.5,6.2,5,3.6,2.6,1.9,2.2,13.9,4,24.8,9.9,39.6,77.9,75.2,71,21.5,19,15.4,6.7,(X),(X),(X),(X),(X),0.1,1.8,954950,67670,67575,68388,66870,69699,64937,65882,63955,56249,55272,57660,60950,58197,46250,32915,22838,15332,14311,135963,39705,243338,96864,387592,737708,711612,670445,189843,164967,131646,52481,35.5
2019,0400000US32,Nevada,2972382,183534,188742,195176,178691,181544,220630,213035,201515,193916,197601,193165,190069,177583,158634,125000,83487,49522,40538,383918,113590,681042,246645,1189331,2366398,2291340,2188858,634764,562176,457181,173547,38,100.7,62.1,24.9,37.1,(X),(X),(X),6.2,6.3,6.6,6,6.1,7.4,7.2,6.8,6.5,6.6,6.5,6.4,6,5.3,4.2,2.8,1.7,1.4,12.9,3.8,22.9,8.3,40,79.6,77.1,73.6,21.4,18.9,15.4,5.8,(X),(X),(X),(X),(X),0.1,1.6,1491294,93629,97101,98880,92157,92719,112293,108898,102589,97382,100303,98246,95045,85968,76000,60382,39973,23489,16240,195981,58234,347844,126642,606038,1182752,1143450,1090262,302052,267032,216084,79702,37.4
2019,0400000US33,New Hampshire,1348124,63843,70144,76783,87162,89855,83444,81749,76579,78123,91901,103741,111262,97743,81850,59606,38899,26220,29220,146927,49194,259964,127823,496912,1121659,1088160,1031323,333538,292160,235795,94339,42.9,98.1,58.2,27.7,30.5,(X),(X),(X),4.7,5.2,5.7,6.5,6.7,6.2,6.1,5.7,5.8,6.8,7.7,8.3,7.3,6.1,4.4,2.9,1.9,2.2,10.9,3.6,19.3,9.5,36.9,83.2,80.7,76.5,24.7,21.7,17.5,7,(X),(X),(X),(X),(X),0.1,1.2,667689,32629,35913,39131,44421,46240,43695,41600,38159,38708,45627,51219,54806,47868,39937,28423,17556,11230,10527,75044,25339,133012,65322,252823,551963,534677,505764,155541,135508,107673,39313,41.6
2019,0400000US34,New Jersey,8878503,519524,536364,560056,560443,555737,569814,568446,575653,561675,611875,647716,637064,563851,450568,343342,246132,172697,197546,1096420,345577,1961521,770603,3391768,7148309,6916982,6592892,1974136,1731862,1410285,616375,39.9,95.4,61.2,25.6,35.6,(X),(X),(X),5.9,6,6.3,6.3,6.3,6.4,6.4,6.5,6.3,6.9,7.3,7.2,6.4,5.1,3.9,2.8,1.9,2.2,12.3,3.9,22.1,8.7,38.2,80.5,77.9,74.3,22.2,19.5,15.9,6.9,(X),(X),(X),(X),(X),0.1,2,4335032,265206,272935,286319,287943,283150,291657,286134,283984,279559,298842,314920,308338,270282,209582,154812,105954,69202,66213,559254,176704,1001164,394389,1712427,3452233,3333868,3166837,876045,760173,605763,241369,38.4
2019,0400000US35,New Mexico,2092454,126150,135387,143480,139365,144701,142570,139033,131209,118223,119448,126839,137802,135560,119091,91033,62244,41393,38926,278867,83459,488476,200607,815101,1661646,1603978,1518977,488247,432858,352687,142563,37.8,98.1,67.2,28.2,39,(X),(X),(X),6,6.5,6.9,6.7,6.9,6.8,6.6,6.3,5.6,5.7,6.1,6.6,6.5,5.7,4.4,3,2,1.9,13.3,4,23.3,9.6,39,79.4,76.7,72.6,23.3,20.7,16.9,6.8,(X),(X),(X),(X),(X),0,1.9,1036190,64429,68180,74163,71632,75569,73483,71354,67520,58010,59118,61493,65950,64362,55633,43623,28479,18490,14702,142343,42757,249529,104444,417568,816310,786661,743502,225289,198459,160927,61671,36.3
2019,0400000US36,New York,19572319,1154201,1103412,1148393,1210792,1323584,1481516,1384434,1256380,1176627,1265732,1347349,1338546,1235047,1005466,764955,546291,388052,441542,2251805,702493,4108499,1831883,7833333,15936244,15463820,14686878,4381353,3852146,3146306,1375885,38.8,94.3,58.9,25.5,33.4,(X),(X),(X),5.9,5.6,5.9,6.2,6.8,7.6,7.1,6.4,6,6.5,6.9,6.8,6.3,5.1,3.9,2.8,2,2.3,11.5,3.6,21,9.4,40,81.4,79,75,22.4,19.7,16.1,7,(X),(X),(X),(X),(X),0.1,2.1,9501001,590459,564601,586741,616001,663457,741840,690784,619075,577791,617208,652591,646211,585978,466103,343853,233901,155772,148635,1151342,359109,2100910,920349,3908948,7641787,7400091,7006966,1934242,1683543,1348264,538308,37.3
2019,0400000US37,North Carolina,10264876,605125,630547,663079,684678,697588,706499,656078,645807,652226,690300,685981,683840,635115,551701,425093,288743,187479,174997,1293626,397863,2296614,984403,4042876,8233448,7968262,7535292,2263128,1999019,1628013,651219,38.7,94.8,61.9,25.7,36.2,(X),(X),(X),5.9,6.1,6.5,6.7,6.8,6.9,6.4,6.3,6.4,6.7,6.7,6.7,6.2,5.4,4.1,2.8,1.8,1.7,12.6,3.9,22.4,9.6,39.4,80.2,77.6,73.4,22,19.5,15.9,6.3,(X),(X),(X),(X),(X),0.1,1.4,4996638,309721,320727,339855,347875,363202,352512,322380,312212,320863,337645,333436,326968,298059,256473,192963,126694,75679,59374,660582,202556,1172859,508521,2019044,3958958,3823779,3601800,1009242,884127,711183,261747,37.2
2019,0400000US38,North Dakota,756717,53215,50665,46028,47325,64416,61376,54103,47563,40583,39680,43830,49237,45813,35492,25747,18868,14761,18015,96693,25836,175744,85905,315366,598271,580973,546988,158696,139345,112883,51644,35.1,105,61.7,24.1,37.5,(X),(X),(X),7,6.7,6.1,6.3,8.5,8.1,7.1,6.3,5.4,5.2,5.8,6.5,6.1,4.7,3.4,2.5,2,2.4,12.8,3.4,23.2,11.4,41.7,79.1,76.8,72.3,21,18.4,14.9,6.8,(X),(X),(X),(X),(X),0.1,1.5,387555,27209,25724,23978,24754,34063,33164,29494,25292,21329,20505,22417,24779,23378,18023,12416,8735,5897,6398,49702,13221,90132,45596,168096,306469,297423,278909,74847,64682,51469,21030,34.2
2019,0400000US39,Ohio,11655397,694711,705313,747075,768971,763550,789434,732441,710354,681393,736723,777610,825434,781094,648534,468105,341427,232425,250803,1452388,457911,2605010,1074610,4446143,9356584,9050387,8577782,2722388,2394996,1941294,824655,39.4,96.1,64,27.3,36.6,(X),(X),(X),6,6.1,6.4,6.6,6.6,6.8,6.3,6.1,5.8,6.3,6.7,7.1,6.7,5.6,4,2.9,2,2.2,12.5,3.9,22.4,9.2,38.1,80.3,77.6,73.6,23.4,20.5,16.7,7.1,(X),(X),(X),(X),(X),0.1,1.1,5711765,355693,361228,381146,393543,387999,399629,366263,353854,338033,364503,382462,402113,375700,307846,213511,148415,94738,85089,742374,234620,1332687,546922,2239321,4536567,4379078,4137110,1225299,1067023,849599,328242,37.9
2019,0400000US40,Oklahoma,3932870,261316,265518,272038,264356,277554,276520,266891,253531,232976,230220,238596,253549,236411,196997,153584,108630,74531,69652,537556,158092,956964,383818,1571828,3080177,2975906,2808224,839805,742325,603394,252813,36.6,98.3,65.8,25.4,40.3,(X),(X),(X),6.6,6.8,6.9,6.7,7.1,7,6.8,6.4,5.9,5.9,6.1,6.4,6,5,3.9,2.8,1.9,1.8,13.7,4,24.3,9.8,40,78.3,75.7,71.4,21.4,18.9,15.3,6.4,(X),(X),(X),(X),(X),0.1,1.6,1949528,133835,136290,138420,136834,143922,140485,135434,127313,117294,115501,118444,123565,113496,92583,71375,48649,31155,24933,274710,81242,489787,199514,801282,1512806,1459741,1373493,382191,335552,268695,104737,35.3
2019,0400000US41,Oregon,4129803,230557,242883,246480,245856,265077,293282,290946,289001,258548,260419,253436,265668,278095,250828,179899,119413,76565,82850,489363,148023,867943,362910,1642710,3361188,3261860,3110013,987650,875674,709555,278828,39.3,98.3,61.8,27.8,34,(X),(X),(X),5.6,5.9,6,6,6.4,7.1,7,7,6.3,6.3,6.1,6.4,6.7,6.1,4.4,2.9,1.9,2,11.8,3.6,21,8.8,39.8,81.4,79,75.3,23.9,21.2,17.2,6.8,(X),(X),(X),(X),(X),0.1,1.7,2047338,118296,123603,127148,125673,135717,149441,147197,144951,131686,131082,126305,129031,132540,119501,85319,55211,34682,29955,250751,75979,445026,185411,834665,1652921,1602312,1525435,457208,403855,324668,119848,38.3
2019,0400000US42,Pennsylvania,12791530,706563,723668,761572,820130,825365,863138,817769,763451,730453,813311,879559,927080,877751,731119,545571,395902,284260,324868,1485240,470588,2662391,1174907,4820306,10442963,10129139,9608347,3159471,2792819,2281720,1005030,40.8,96,63,29.1,33.9,(X),(X),(X),5.5,5.7,6,6.4,6.5,6.7,6.4,6,5.7,6.4,6.9,7.2,6.9,5.7,4.3,3.1,2.2,2.5,11.6,3.7,20.8,9.2,37.7,81.6,79.2,75.1,24.7,21.8,17.8,7.9,(X),(X),(X),(X),(X),0.1,1.1,6265113,361510,367642,391734,418659,419499,440358,413820,383517,361949,403092,432175,452046,424289,347316,250720,172551,114641,109595,759376,241767,1362653,596391,2437802,5063791,4902460,4638590,1419112,1241689,994823,396787,39.1
2019,0400000US44,Rhode Island,1057231,54672,55977,59233,73008,77141,76012,69205,64861,58496,67827,75266,76338,71306,57510,42517,29815,21828,26219,115210,37462,207344,112687,418723,876019,849887,796578,249195,218581,177889,77862,39.9,94.5,57.3,26.5,30.9,(X),(X),(X),5.2,5.3,5.6,6.9,7.3,7.2,6.5,6.1,5.5,6.4,7.1,7.2,6.7,5.4,4,2.8,2.1,2.5,10.9,3.5,19.6,10.7,39.6,82.9,80.4,75.3,23.6,20.7,16.8,7.4,(X),(X),(X),(X),(X),0.1,1.3,513792,28040,27961,31065,36211,38988,38786,34983,31882,29420,32925,36384,36410,34117,27595,19172,13272,8708,7873,59026,19044,106110,56155,210270,421174,407682,382078,110737,96056,76620,29853,38.2
2019,0400000US45,South Carolina,5020806,290931,307494,315581,329062,330767,344409,314825,309686,299762,315904,331012,341063,326752,297748,233187,153134,94091,85398,623075,188496,1102502,471333,1928511,4044398,3918304,3707537,1190310,1053970,863558,332623,39.4,94.2,64.4,28.3,36.1,(X),(X),(X),5.8,6.1,6.3,6.6,6.6,6.9,6.3,6.2,6,6.3,6.6,6.8,6.5,5.9,4.6,3,1.9,1.7,12.4,3.8,22,9.4,38.4,80.6,78,73.8,23.7,21,17.2,6.6,(X),(X),(X),(X),(X),0.1,1.7,2435472,148386,156379,161165,168996,170168,170444,154303,149815,147291,152959,159017,160216,152476,138227,107609,69474,39418,29129,317544,95819,561749,243345,961017,1937337,1873723,1763034,536333,473326,383857,138021,37.8
2019,0400000US46,South Dakota,870638,60399,60537,59382,57557,60370,57527,56844,54850,46715,46985,52064,59317,56557,47015,33642,23299,17495,20083,119919,33790,214108,84137,333863,679043,656530,620333,198091,175425,141534,60877,37,101.7,69.1,27.5,41.6,(X),(X),(X),6.9,7,6.8,6.6,6.9,6.6,6.5,6.3,5.4,5.4,6,6.8,6.5,5.4,3.9,2.7,2,2.3,13.8,3.9,24.6,9.7,38.3,78,75.4,71.3,22.8,20.1,16.3,7,(X),(X),(X),(X),(X),0.1,1.5,438946,30755,31310,30111,30151,30824,30290,29487,28718,23929,24161,26303,29587,28234,23892,16177,10490,7332,7195,61421,17545,109721,43430,173399,340750,329225,310299,93320,82047,65086,25017,36
2019,0400000US47,Tennessee,6709356,406438,409742,431071,426461,448251,476793,434952,425104,413137,439348,447458,451211,424266,364718,278696,192595,124445,114670,840813,257669,1504920,617043,2624698,5377153,5204436,4943950,1499390,1324306,1075124,431710,38.7,95.3,62.5,26,36.4,(X),(X),(X),6.1,6.1,6.4,6.4,6.7,7.1,6.5,6.3,6.2,6.5,6.7,6.7,6.3,5.4,4.2,2.9,1.9,1.7,12.5,3.8,22.4,9.2,39.1,80.1,77.6,73.7,22.3,19.7,16,6.4,(X),(X),(X),(X),(X),0.1,1.4,3273278,208598,209037,219974,218572,226312,237180,214566,208154,205669,216500,217556,214036,202501,173430,126648,86059,50375,38111,429011,131597,769206,313287,1310453,2593036,2504072,2369979,677124,593605,474623,174545,37.4
2019,0400000US48,Texas,28260856,1999803,2024009,2090590,2017644,1997256,2104191,2049991,1960117,1862968,1804406,1721837,1673637,1491880,1197766,884083,603474,401336,375868,4114599,1224043,7338445,2790857,11992167,21736238,20922411,19710791,4954407,4323990,3462527,1380678,34.6,98.6,61.9,19.8,42,(X),(X),(X),7.1,7.2,7.4,7.1,7.1,7.4,7.3,6.9,6.6,6.4,6.1,5.9,5.3,4.2,3.1,2.1,1.4,1.3,14.6,4.3,26,9.9,42.4,76.9,74,69.7,17.5,15.3,12.3,4.9,(X),(X),(X),(X),(X),0.1,1.5,14034009,1021356,1028870,1068907,1032939,1030321,1072395,1038855,981624,932871,895107,852614,821666,713365,566104,406623,269690,168250,132452,2097777,622762,3741895,1440498,6089005,10705690,10292114,9664839,2256484,1953052,1543119,570392,33.7
2019,0400000US49,Utah,3096848,250885,261845,260447,243211,256408,236994,219756,226293,195795,166577,150403,149571,144714,115085,84916,57760,40493,35695,522292,150406,923583,349213,1378457,2273074,2173265,2033945,478663,418174,333949,133948,30.8,101.4,68.4,18.2,50.2,(X),(X),(X),8.1,8.5,8.4,7.9,8.3,7.7,7.1,7.3,6.3,5.4,4.9,4.8,4.7,3.7,2.7,1.9,1.3,1.2,16.9,4.9,29.8,11.3,44.5,73.4,70.2,65.7,15.5,13.5,10.8,4.3,(X),(X),(X),(X),(X),0,1.9,1558868,128877,133300,135033,123728,131645,121306,111166,115828,98853,84636,75127,74046,70341,55694,40027,27067,17495,14699,268333,77326,474536,178047,702526,1135798,1084332,1014164,225323,195758,154982,59261,30.2
2019,0400000US50,Vermont,624313,29568,32060,33496,42549,46180,37030,36003,35817,34339,39297,44439,47971,48300,40642,30187,19477,12898,14060,65556,21530,116654,67199,231918,522206,507659,475485,165564,145543,117264,46435,42.9,97.4,59.9,30,29.9,(X),(X),(X),4.7,5.1,5.4,6.8,7.4,5.9,5.8,5.7,5.5,6.3,7.1,7.7,7.7,6.5,4.8,3.1,2.1,2.3,10.5,3.4,18.7,10.8,37.1,83.6,81.3,76.2,26.5,23.3,18.8,7.4,(X),(X),(X),(X),(X),0.1,1.5,308097,15302,16280,17450,22004,23822,18959,17978,17582,17083,19562,21594,23024,23722,19748,14552,8783,6052,4600,33730,11067,60099,34759,117428,255178,247998,231406,77457,67841,53735,19435,41.3
2019,0400000US51,Virginia,8454463,508399,515885,525704,551262,576327,592560,581531,568868,531592,559097,580139,571821,519332,433818,322894,220927,148070,146237,1041589,315711,1865699,811878,3402140,6799060,6588764,6232635,1791278,1569440,1271946,515234,38.2,96.8,59,23.9,35.1,(X),(X),(X),6,6.1,6.2,6.5,6.8,7,6.9,6.7,6.3,6.6,6.9,6.8,6.1,5.1,3.8,2.6,1.8,1.7,12.3,3.7,22.1,9.6,40.2,80.4,77.9,73.7,21.2,18.6,15,6.1,(X),(X),(X),(X),(X),0.1,1.4,4159173,261093,261238,269460,281857,298907,300642,292140,282417,265478,275408,282937,277103,247548,203991,148009,97630,61854,51461,530698,161407,953198,419357,1721441,3313320,3205975,3023530,810493,704251,562945,210945,37
